tempo,amplitude,amplitude_filtered,noise
4.440000000000004e-06,7.4337862,7.406801748806456,0.026984451193544423
4.460000000000004e-06,7.4311647,7.396869683341649,0.03429501665835133
4.480000000000004e-06,7.4254446,7.385284096148935,0.04016050385106418
4.5000000000000035e-06,7.418496,7.372259353996196,0.046236646003804616
4.520000000000004e-06,7.4034626,7.3582016400389945,0.04526095996100565
4.540000000000004e-06,7.3734886,7.343686523535486,0.029802076464513938
4.560000000000004e-06,7.3373001,7.329410930214546,0.00788916978545462
4.580000000000004e-06,7.3054927,7.316124314071207,-0.010631614071206386
4.600000000000004e-06,7.2724568,7.304547377990641,-0.0320905779906413
4.620000000000004e-06,7.2419321,7.295289108205765,-0.053357008205765055
4.640000000000004e-06,7.2319933,7.2887736483085845,-0.05678034830858447
4.660000000000004e-06,7.2357846,7.2851874081994845,-0.04940280819948484
4.680000000000004e-06,7.2514369,7.284453895411261,-0.03301699541126091
4.700000000000004e-06,7.273341,7.286239567766402,-0.012898567766401747
4.720000000000004e-06,7.2927715,7.289989361289914,0.002782138710085924
4.740000000000004e-06,7.3147145,7.294986362572027,0.019728137427972747
4.760000000000004e-06,7.3316906,7.300427092318692,0.0312635076813077
4.780000000000004e-06,7.3387139,7.305502420927138,0.03321147907286193
4.800000000000004e-06,7.3376543,7.309474283436345,0.02818001656365432
4.820000000000004e-06,7.3359911,7.311739863025514,0.024251236974485835
4.8400000000000045e-06,7.3318547,7.311877326984345,0.01997737301565472
4.860000000000004e-06,7.3233754,7.309669998017425,0.013705401982575083
4.880000000000004e-06,7.3142927,7.305108578034289,0.009184121965711611
4.900000000000004e-06,7.2965042,7.298373437211066,-0.0018692372110660216
4.9200000000000046e-06,7.2768663,7.289800897474588,-0.012934597474587584
4.940000000000004e-06,7.262235,7.279838768823748,-0.017603768823747146
4.960000000000004e-06,7.2482477,7.268997016064623,-0.020749316064622825
4.980000000000004e-06,7.2411372,7.257799255882728,-0.016662055882727955
5.000000000000005e-06,7.237163,7.246739860301937,-0.009576860301937273
5.0200000000000045e-06,7.2282224,7.236250003141579,-0.008027603141578687
5.040000000000004e-06,7.2174321,7.226674370031614,-0.009242270031614375
5.060000000000004e-06,7.2116478,7.218258760328298,-0.006610960328297999
5.080000000000005e-06,7.2152323,7.2111475835068175,0.004084716493182761
5.1000000000000045e-06,7.2188367,7.205389300247864,0.013447399752135603
5.120000000000004e-06,7.2199676,7.200947205841562,0.01902039415843859
5.140000000000004e-06,7.2130156,7.197712745373691,0.015302854626309426
5.160000000000004e-06,7.1979813,7.195518943647322,0.002462356352678441
5.180000000000005e-06,7.1885769,7.194152487454745,-0.005575587454744735
5.200000000000004e-06,7.1823092,7.193364188588324,-0.011054988588324655
5.220000000000004e-06,7.1829177,7.192878515224799,-0.009960815224799191
5.240000000000004e-06,7.1922724,7.192403264221949,-0.00013086422194863445
5.260000000000005e-06,7.1960379,7.1916402278997875,0.004397672100212802
5.2800000000000045e-06,7.1917217,7.1902971542516445,0.001424545748355932
5.300000000000004e-06,7.1861795,7.188100779905416,-0.001921279905416462
5.320000000000004e-06,7.1843969,7.184810458435436,-0.00041355843543566806
5.340000000000005e-06,7.1788945,7.180231886398768,-0.0013373863987675705
5.360000000000005e-06,7.1684255,7.174230475369325,-0.005804975369325227
5.380000000000004e-06,7.1573528,7.166743894869073,-0.009391094869073413
5.400000000000004e-06,7.1494165,7.157793159607495,-0.008376659607495007
5.420000000000005e-06,7.1520959,7.147491315571296,0.00460458442870415
5.440000000000005e-06,7.1554186,7.136048299941711,0.01937030005828877
5.4600000000000045e-06,7.1475427,7.123770079933126,0.02377262006687353
5.480000000000004e-06,7.1315836,7.111050066753472,0.02053353324652818
5.500000000000005e-06,7.1106575,7.098351382793575,0.012306117206425604
5.520000000000005e-06,7.0866346,7.086179868316577,0.0004547316834226933
5.5400000000000046e-06,7.0688638,7.075049414063094,-0.006185614063094036
5.560000000000004e-06,7.0592141,7.065442784504838,-0.0062286845048378225
5.580000000000005e-06,7.0470902,7.057772137283323,-0.010681937283322895
5.600000000000005e-06,7.0287516,7.052343791119198,-0.023592191119198525
5.620000000000005e-06,7.0172869,7.049331500009398,-0.032044600009397683
5.6400000000000044e-06,7.0226705,7.048761623525038,-0.026091123525037396
5.660000000000005e-06,7.0424096,7.050512122147261,-0.008102522147260593
5.680000000000005e-06,7.0615457,7.054325304488824,0.0072203955111760365
5.700000000000005e-06,7.0757161,7.059832061871056,0.015884038128944233
5.7200000000000045e-06,7.0917764,7.066583554616801,0.02519284538319866
5.740000000000005e-06,7.0960146,7.07408550166799,0.021929098332010177
5.760000000000005e-06,7.0921709,7.081830550598711,0.010340349401289473
5.780000000000005e-06,7.091464,7.089325455778202,0.0021385442217978223
5.800000000000005e-06,7.0957631,7.096111494696936,-0.00034839469693626057
5.820000000000005e-06,7.1038218,7.101778167551576,0.0020436324484247592
5.840000000000005e-06,7.1013045,7.105971378837543,-0.004666878837542576
5.860000000000005e-06,7.0925742,7.108397911426684,-0.015823711426684817
5.880000000000005e-06,7.0907199,7.108828171750691,-0.018108271750691074
5.900000000000005e-06,7.0988579,7.1070989592097025,-0.008241059209702861
5.920000000000005e-06,7.1057694,7.103117359129894,0.002652040870105843
5.940000000000005e-06,7.1039751,7.0968658571304575,0.007109242869542953
5.960000000000005e-06,7.0984605,7.088407747625845,0.010052752374154927
5.9800000000000054e-06,7.0848626,7.077891261988579,0.006971338011420691
6.000000000000005e-06,7.0706605,7.065550773124049,0.005109726875950571
6.020000000000005e-06,7.0558542,7.051703852142429,0.004150347857570402
6.040000000000005e-06,7.0367038,7.036743609650066,-3.980965006622483e-05
6.0600000000000055e-06,7.0194419,7.021126412870122,-0.0016845128701215017
6.080000000000005e-06,7.0003285,7.005355585352808,-0.005027085352807603
6.100000000000005e-06,6.9837263,6.989961998404635,-0.006235698404634782
6.120000000000005e-06,6.9739988,6.975482523585804,-0.001483723585803176
6.140000000000006e-06,6.9723923,6.962437151632534,0.009955148367466471
6.160000000000005e-06,6.9676879,6.951305304472798,0.016382595527201893
6.180000000000005e-06,6.9480435,6.942501697081576,0.00554180291842421
6.200000000000005e-06,6.9352731,6.936352284964159,-0.0010791849641593743
6.220000000000006e-06,6.93,6.9330714104947555,-0.0030714104947557885
6.2400000000000055e-06,6.9228752,6.932741995331483,-0.009866795331483047
6.260000000000005e-06,6.9226243,6.9353011520011005,-0.012676852001100691
6.280000000000005e-06,6.9236372,6.940533668962432,-0.016896468962432465
6.300000000000006e-06,6.9277837,6.94807541074055,-0.02029171074055025
6.3200000000000056e-06,6.9431659,6.957427806770927,-0.01426190677092709
6.340000000000005e-06,6.9647974,6.967983350956134,-0.0031859509561336097
6.360000000000005e-06,6.9883156,6.979060550315113,0.009255049684886885
6.380000000000006e-06,7.006241,6.9899453350465794,0.01629566495342072
6.400000000000006e-06,7.0160803,6.999934955558831,0.016145344441168774
6.4200000000000054e-06,7.0203265,7.008380145691869,0.01194635430813129
6.440000000000005e-06,7.0233421,7.014721869802899,0.008620230197101009
6.460000000000005e-06,7.0251268,7.018520060236873,0.006606739763126868
6.480000000000006e-06,7.0238109,7.0194730306704844,0.00433786932951552
6.5000000000000055e-06,7.0206406,7.017427428200694,0.003213171799306025
6.520000000000005e-06,7.0068897,7.012379527858654,-0.005489827858653484
6.540000000000005e-06,6.9925305,7.004469347305986,-0.011938847305986044
6.560000000000006e-06,6.981302,6.993969433597643,-0.012667433597642663
6.580000000000006e-06,6.9675948,6.98127016479013,-0.01367536479013065
6.600000000000005e-06,6.9613814,6.966862949981366,-0.00548154998136674
6.620000000000005e-06,6.9595456,6.951321864003438,0.008223735996562453
6.640000000000006e-06,6.9533613,6.935283257274383,0.01807804272561686
6.660000000000006e-06,6.9422053,6.919422108734258,0.022783191265742353
6.6800000000000055e-06,6.9242072,6.904423716952906,0.01978348304709332
6.700000000000005e-06,6.9012367,6.890949954682776,0.010286745317223733
6.720000000000006e-06,6.8826426,6.87960064491121,0.003041955088789905
6.740000000000006e-06,6.8646852,6.870872277302791,-0.006187077302790556
6.760000000000006e-06,6.8473643,6.865117797126183,-0.01775349712618368
6.780000000000005e-06,6.8375358,6.862512168508189,-0.024976368508188962
6.800000000000006e-06,6.8339526,6.863028600302429,-0.029076000302429073
6.820000000000006e-06,6.8403542,6.866429631482302,-0.02607543148230196
6.840000000000006e-06,6.8536243,6.872275751507344,-0.018651451507343708
6.8600000000000055e-06,6.871893,6.879952093956512,-0.008059093956512164
6.880000000000006e-06,6.8945369,6.888711358305069,0.005825541694931324
6.900000000000006e-06,6.9109603,6.8977289321865625,0.0132313678134377
6.920000000000006e-06,6.9230319,6.906164617117969,0.0168672828820311
