tempo,amplitude_filtered
1.46E-05,6.304799882436250
1.462E-05,6.298824213246750
1.464E-05,6.293555122142250
1.466E-05,6.2892201409809400
1.468E-05,6.286003084657860
1.47E-05,6.284028646186140
1.472E-05,6.283349783594450
1.474E-05,6.2839396721739900
1.476E-05,6.285689742253390
1.478E-05,6.288414860765160
1.48E-05,6.291866045749310
1.482E-05,6.295750216300240
1.484E-05,6.299755444584070
1.486E-05,6.303579195698330
1.488E-05,6.306956384843150
1.49E-05,6.3096839414072500
1.492E-05,6.311638977852270
1.494E-05,6.312788512740450
1.496E-05,6.313189820355030
1.498E-05,6.312981686
1.5E-05,6.312367950588170
1.502E-05,6.311595556665230
1.504E-05,6.310929757982620
1.506E-05,6.310629186131690
1.508E-05,6.310923177248030
1.51E-05,6.311993244970440
1.512E-05,6.313959961416790
1.514E-05,6.316875845750540
1.516E-05,6.3207242134597400
1.518E-05,6.325423368288290
1.52E-05,6.330835096644180
1.522E-05,6.336776205066920
1.524E-05,6.343031821827720
1.526E-05,6.349369311029080
1.528E-05,6.355551859409510
1.53E-05,6.361351053139060
1.532E-05,6.366558049026530
1.534E-05,6.370993237
1.536E-05,6.374514516985330
1.538E-05,6.377024376721560
1.54E-05,6.378475800859760
1.542E-05,6.3788767213271800
1.544E-05,6.378292371477420
1.546E-05,6.376844727154550
1.548E-05,6.374708340515680
1.55E-05,6.372102299765030
1.552E-05,6.369278629264250
1.554E-05,6.366507972982780
1.556E-05,6.364063747761770
1.558E-05,6.362206095866850
1.56E-05,6.361166940713970
1.562E-05,6.361137262240500
1.564E-05,6.362257351642980
1.566E-05,6.364610320243770
1.568E-05,6.368218643170160
1.57E-05,6.3730431767471600
1.572E-05,6.378984036259540
1.574E-05,6.385882999
1.576E-05,6.393527588672500
1.578E-05,6.401657460125380
1.58E-05,6.409973885970860
1.582E-05,6.418152992770270
1.584E-05,6.425862907428830
1.586E-05,6.432784271982250
1.588E-05,6.438632760760850
1.59E-05,6.4431814605043700
1.592E-05,6.446280457
1.594E-05,6.447870898513900
1.596E-05,6.447991280435640
1.598E-05,6.446774712240780
1.6E-05,6.444437325602030
1.602E-05,6.441259463063610
1.604E-05,6.437562449961480
1.606E-05,6.4336842748825500
1.608E-05,6.4299572494697700
1.61E-05,6.426689802259350
1.612E-05,6.424153321022000
1.614E-05,6.422573814771470
1.616E-05,6.422127421447870
1.618E-05,6.422938510182070
1.62E-05,6.425079212923280
1.622E-05,6.428569522552380
1.624E-05,6.43337751
1.626E-05,6.439419682202330
1.628E-05,6.4465619346325200
1.63E-05,6.454621905678380
1.632E-05,6.463373608998880
1.634E-05,6.472555059848380
1.636E-05,6.481879156268320
1.638E-05,6.491047516660410
1.64E-05,6.499766447976790
1.642E-05,6.507763821
1.644E-05,6.514805382181080
